"188001","060","1",5
"188001","052","2",38
"188001","022","1",7
"188001","014","2",9
"188001","081","2",11
"188001","055","2",17
"188001","033","1",7
"188001","055","1",3
"188001","041","1",61
"188001","026","2",2
"188001","040","1",11
"188001","025","2",20
"188001","027","2",13
"188001","023","2",20
"188001","019","2",9
"188001","025","2",79
"188001","025","1",1
"188001","030","1",7
"188001","016","2",7
"188001","023","1",4
"188001","015","2",4
"188001","018","2",9
"188001","042","2",3
"188001","016","2",6
"188001","022","1",11
"188001","028","1",2
"188001","014","2",15
"188001","039","1",27
"188001","022","2",15
"188001","007","1",14
"188001","041","1",19
"188001","046","1",2
"188001","011","1",34
"188001","011","1",4
"188001","032","1",8
"188001","035","1",6
"188001","013","1",6
"188001","007","1",2
"188001","068","1",3
"188001","038","2",80
"188001","031","2",5
"188001","009","2",6
"188001","012","1",42
"188001","006","2",4
"188001","071","2",2
"188001","068","2",2
"188001","078","1",7
"188001","059","1",107
"188001","055","1",49
"188001","055","1",8
"188001","043","2",7
"188001","019","2",11
"188001","009","2",6
"188001","059","1",7
"188001","051","2",4
"188001","057","2",3
"188001","073","1",8
"188001","053","2",6
"188001","017","2",94
"188001","013","2",32
"188001","033","2",23
"188001","043","1",13
"188001","011","1",12
"188001","008","1",34
"188001","057","2",3
"188001","063","1",39
"188001","077","2",10
"188001","068","2",2
"188001","074","2",13
"188001","084","1",9
"188001","076","1",12
"188001","075","1",3
"188001","067","2",1
"188001","088","2",8
"188001","079","2",12
"188001","084","2",59
"188001","080","2",3
"188001","085","2",12
"188001","095","1",3
"188001","077","2",12
"188001","084","2",6
"188001","084","1",7
"188001","085","1",6
"188001","074","2",37
"188001","092","1",25
"188001","086","1",1
"188001","076","2",17
"188001","090","1",45
"188001","074","2",8
"188001","089","1",3
"188001","079","1",3
"188001","073","2",25
"188001","082","1",24
"188001","092","1",8
"188001","083","1",7
"188001","082","1",9
"188001","078","2",23
"188001","083","1",20
"188001","085","1",4
"188001","067","2",5
"188001","083","1",4
"188001","077","2",15
"188001","076","2",9
"188001","042","1",31
"188001","043","1",35
"188001","005","2",10
"188001","008","1",5
"188001","009","1",19
"188001","033","1",8
"188001","022","2",14
"188001","090","1",22
"188001","088","1",15
"188001","059","2",15
"188001","070","2",2
"188001","033","1",1
"188001","072","2",30
"188001","068","2",0
"188001","060","2",50
"188001","058","2",24
"188001","067","1",4
"188001","056","1",1
"188001","045","2",8
"188001","047","1",11
"188001","035","1",4
"188001","010","1",67
"188001","041","1",40
"188001","028","2",2
"188001","032","1",13
"188001","029","1",43
"188001","036","1",29
"188001","020","2",3
"188001","026","1",45
"188001","029","1",6
"188001","050","1",12
"188001","045","1",5
"188001","018","1",23
"188001","034","2",9
"188001","035","2",16
"188001","039","2",14
"188001","006","2",18
"188001","012","1",6
"188001","046","2",3
"188001","052","1",51
"188001","013","2",3
"188001","016","1",10
"188001","063","2",134
"188001","072","1",2
"188001","063","1",6
"188001","068","1",46
"188001","031","1",9
"188001","073","2",35
"188001","097","1",2
"188001","098","1",9
"188001","092","1",61
"188001","084","2",5
"188001","081","2",9
"188001","091","1",36
"188001","090","1",3
"188001","075","2",11
"188001","076","2",3
"188001","082","1",4
"188001","082","1",3
"188001","079","1",1
"188001","072","2",7
"188001","069","2",3
"188001","036","2",10
"188001","051","1",5
"188001","011","2",5
"188001","007","2",0
"188001","017","1",14
"188001","006","2",9
