"Total";"Total"; 1136334; 13950; 1136334; 1136334; 3528; 1801; S; 1; 1
"Total";"        1814"; 25791; 355; 25791; 25791; 734; 702; S; 1; 1
"Total";"        1860"; 26472; 324; 26472; 26472; 940; 875; S; 1; 1
"Total";"        1861"; 62408; 793; 62408; 62408; 1198; 1015; S; 1; 1
"Total";"        1862"; 41341; 516; 41341; 41341; 876; 851; S; 1; 1
"Total";"        1863"; 29426; 404; 29426; 29426; 820; 540; S; 1; 1
"Total";"        1864"; 23315; 278; 23315; 23315; 868; 532; S; 1; 1
"Total";"        1880"; 526088; 6421; 526088; 526088; 1801; 1632; S; 1; 1
"Total";"        1881"; 81464; 974; 81464; 81464; 978; 940; S; 1; 1
"Total";"        1882"; 46865; 596; 46865; 46865; 1321; 944; S; 1; 1
"Total";"        1883"; 128032; 1559; 128032; 128032; 1785; 1029; S; 1; 1
"Total";"        1884"; 41296; 538; 41296; 41296; 1626; 662; S; 1; 1
"Total";"        1885"; 103836; 1192; 103836; 103836; 3528; 1396; S; 1; 1
"             11";"Total"; 66639; 835; 66639; 66639; 956; 859; S; 1; 1
"             11";"        1814"; 2265; 23; 2265; 2265; 734; 258; S; 1; 1
"             11";"        1860"; 1436; 15; 1436; 1436; 598; 162; S; 1; 1
"             11";"        1861"; 4641; 44; 4641; 4641; 956; 327; S; 1; 1
"             11";"        1862"; 1459; 27; 1459; 1459; 203; 167; S; 1; 1
"             11";"        1863"; 1354; 18; 1354; 1354; 240; 217; S; 1; 1
"             11";"        1864"; 1598; 14; 1598; 1598; 465; 303; S; 1; 1
"             11";"        1880"; 30469; 404; 30469; 30469; 859; 844; S; 1; 1
"             11";"        1881"; 7254; 72; 7254; 7254; 741; 479; S; 1; 1
"             11";"        1882"; 1946; 32; 1946; 1946; 607; 190; S; 1; 1
"             11";"        1883"; 6296; 90; 6296; 6296; 413; 344; S; 1; 1
"             11";"        1884"; 2464; 30; 2464; 2464; 464; 386; S; 1; 1
"             11";"        1885"; 5457; 66; 5457; 5457; 546; 472; S; 1; 1
"             12";"Total"; 63339; 805; 63339; 63339; 1198; 1015; S; 1; 1
"             12";"        1814"; 1446; 20; 1446; 1446; 325; 314; S; 1; 1
"             12";"        1860"; 1612; 18; 1612; 1612; 279; 237; S; 1; 1
"             12";"        1861"; 4631; 49; 4631; 4631; 1198; 1015; S; 1; 1
"             12";"        1862"; 2118; 31; 2118; 2118; 321; 183; S; 1; 1
"             12";"        1863"; 1705; 20; 1705; 1705; 540; 498; S; 1; 1
"             12";"        1864"; 623; 13; 623; 623; 235; 98; S; 1; 1
"             12";"        1880"; 30765; 375; 30765; 30765; 439; 439; S; 1; 1
"             12";"        1881"; 5694; 62; 5694; 5694; 932; 351; S; 1; 1
"             12";"        1882"; 1988; 31; 1988; 1988; 261; 241; S; 1; 1
"             12";"        1883"; 5910; 82; 5910; 5910; 338; 252; S; 1; 1
"             12";"        1884"; 1866; 34; 1866; 1866; 246; 144; S; 1; 1
"             12";"        1885"; 4981; 70; 4981; 4981; 455; 345; S; 1; 1
"             13";"Total"; 80263; 954; 80263; 80263; 1206; 973; S; 1; 1
"             13";"        1814"; 1891; 27; 1891; 1891; 460; 233; S; 1; 1
"             13";"        1860"; 1637; 23; 1637; 1637; 209; 206; S; 1; 1
"             13";"        1861"; 3116; 58; 3116; 3116; 272; 262; S; 1; 1
"             13";"        1862"; 2762; 37; 2762; 2762; 462; 306; S; 1; 1
"             13";"        1863"; 1390; 26; 1390; 1390; 243; 230; S; 1; 1
"             13";"        1864"; 1052; 21; 1052; 1052; 183; 178; S; 1; 1
"             13";"        1880"; 38881; 419; 38881; 38881; 1206; 973; S; 1; 1
"             13";"        1881"; 5733; 73; 5733; 5733; 392; 370; S; 1; 1
"             13";"        1882"; 3343; 43; 3343; 3343; 291; 251; S; 1; 1
"             13";"        1883"; 9610; 99; 9610; 9610; 879; 785; S; 1; 1
"             13";"        1884"; 3568; 40; 3568; 3568; 659; 413; S; 1; 1
"             13";"        1885"; 7280; 88; 7280; 7280; 416; 407; S; 1; 1
"             14";"Total"; 65659; 844; 65659; 65659; 1321; 1114; S; 1; 1
"             14";"        1814"; 1043; 23; 1043; 1043; 160; 136; S; 1; 1
"             14";"        1860"; 1316; 20; 1316; 1316; 193; 174; S; 1; 1
"             14";"        1861"; 3791; 52; 3791; 3791; 720; 474; S; 1; 1
"             14";"        1862"; 2727; 30; 2727; 2727; 690; 387; S; 1; 1
"             14";"        1863"; 2209; 22; 2209; 2209; 387; 385; S; 1; 1
"             14";"        1864"; 1133; 12; 1133; 1133; 532; 166; S; 1; 1
"             14";"        1880"; 31662; 400; 31662; 31662; 1114; 1045; S; 1; 1
"             14";"        1881"; 3038; 58; 3038; 3038; 184; 172; S; 1; 1
"             14";"        1882"; 3531; 33; 3531; 3531; 1321; 542; S; 1; 1
"             14";"        1883"; 6870; 89; 6870; 6870; 952; 415; S; 1; 1
"             14";"        1884"; 2282; 31; 2282; 2282; 410; 270; S; 1; 1
"             14";"        1885"; 6057; 74; 6057; 6057; 1042; 376; S; 1; 1
"             15";"Total"; 60297; 792; 60297; 60297; 1028; 736; S; 1; 1
"             15";"        1814"; 1361; 14; 1361; 1361; 702; 219; S; 1; 1
"             15";"        1860"; 1350; 12; 1350; 1350; 484; 153; S; 1; 1
"             15";"        1861"; 2853; 36; 2853; 2853; 355; 328; S; 1; 1
"             15";"        1862"; 1158; 17; 1158; 1158; 214; 196; S; 1; 1
"             15";"        1863"; 1034; 16; 1034; 1034; 203; 143; S; 1; 1
"             15";"        1864"; 393; 10; 393; 393; 97; 82; S; 1; 1
"             15";"        1880"; 37804; 485; 37804; 37804; 1028; 736; S; 1; 1
"             15";"        1881"; 2780; 41; 2780; 2780; 560; 326; S; 1; 1
"             15";"        1882"; 1326; 24; 1326; 1326; 249; 164; S; 1; 1
"             15";"        1883"; 5175; 67; 5175; 5175; 694; 473; S; 1; 1
"             15";"        1884"; 1121; 20; 1121; 1121; 212; 149; S; 1; 1
"             15";"        1885"; 3942; 50; 3942; 3942; 567; 377; S; 1; 1
"             16";"Total"; 64363; 812; 64363; 64363; 1026; 760; S; 1; 1
"             16";"        1814"; 1147; 18; 1147; 1147; 300; 164; S; 1; 1
"             16";"        1860"; 871; 13; 871; 871; 203; 198; S; 1; 1
"             16";"        1861"; 3082; 36; 3082; 3082; 594; 535; S; 1; 1
"             16";"        1862"; 1543; 24; 1543; 1543; 282; 166; S; 1; 1
"             16";"        1863"; 640; 16; 640; 640; 164; 94; S; 1; 1
"             16";"        1864"; 796; 11; 796; 796; 242; 236; S; 1; 1
"             16";"        1880"; 37368; 454; 37368; 37368; 1026; 760; S; 1; 1
"             16";"        1881"; 2876; 55; 2876; 2876; 307; 181; S; 1; 1
"             16";"        1882"; 1945; 26; 1945; 1945; 307; 282; S; 1; 1
"             16";"        1883"; 6750; 79; 6750; 6750; 546; 541; S; 1; 1
"             16";"        1884"; 2972; 25; 2972; 2972; 557; 548; S; 1; 1
"             16";"        1885"; 4373; 55; 4373; 4373; 376; 317; S; 1; 1
"             17";"Total"; 70448; 888; 70448; 70448; 1156; 1029; S; 1; 1
"             17";"        1814"; 1431; 21; 1431; 1431; 273; 184; S; 1; 1
"             17";"        1860"; 645; 18; 645; 645; 110; 95; S; 1; 1
"             17";"        1861"; 3366; 50; 3366; 3366; 434; 314; S; 1; 1
"             17";"        1862"; 3378; 29; 3378; 3378; 640; 585; S; 1; 1
"             17";"        1863"; 1606; 20; 1606; 1606; 289; 255; S; 1; 1
"             17";"        1864"; 1878; 14; 1878; 1878; 468; 352; S; 1; 1
"             17";"        1880"; 33854; 440; 33854; 33854; 1156; 1011; S; 1; 1
"             17";"        1881"; 3807; 70; 3807; 3807; 391; 309; S; 1; 1
"             17";"        1882"; 3987; 30; 3987; 3987; 647; 481; S; 1; 1
"             17";"        1883"; 9029; 95; 9029; 9029; 1029; 852; S; 1; 1
"             17";"        1884"; 2118; 31; 2118; 2118; 662; 283; S; 1; 1
"             17";"        1885"; 5349; 70; 5349; 5349; 668; 609; S; 1; 1
"             18";"Total"; 74948; 949; 74948; 74948; 1309; 1272; S; 1; 1
"             18";"        1814"; 2510; 25; 2510; 2510; 475; 366; S; 1; 1
"             18";"        1860"; 1991; 22; 1991; 1991; 568; 327; S; 1; 1
"             18";"        1861"; 3044; 51; 3044; 3044; 209; 204; S; 1; 1
"             18";"        1862"; 2454; 36; 2454; 2454; 267; 261; S; 1; 1
"             18";"        1863"; 2271; 25; 2271; 2271; 820; 190; S; 1; 1
"             18";"        1864"; 1378; 17; 1378; 1378; 292; 276; S; 1; 1
"             18";"        1880"; 36029; 438; 36029; 36029; 1309; 1272; S; 1; 1
"             18";"        1881"; 5598; 74; 5598; 5598; 430; 310; S; 1; 1
"             18";"        1882"; 2816; 39; 2816; 2816; 382; 282; S; 1; 1
"             18";"        1883"; 9011; 109; 9011; 9011; 502; 386; S; 1; 1
"             18";"        1884"; 2427; 36; 2427; 2427; 451; 426; S; 1; 1
"             18";"        1885"; 5419; 77; 5419; 5419; 582; 477; S; 1; 1
"             19";"Total"; 75086; 855; 75086; 75086; 1320; 1269; S; 1; 1
"             19";"        1814"; 1862; 23; 1862; 1862; 389; 135; S; 1; 1
"             19";"        1860"; 1143; 21; 1143; 1143; 210; 136; S; 1; 1
"             19";"        1861"; 4081; 50; 4081; 4081; 514; 360; S; 1; 1
"             19";"        1862"; 2459; 32; 2459; 2459; 876; 285; S; 1; 1
"             19";"        1863"; 968; 23; 968; 968; 187; 108; S; 1; 1
"             19";"        1864"; 1299; 16; 1299; 1299; 231; 219; S; 1; 1
"             19";"        1880"; 37088; 390; 37088; 37088; 1320; 1269; S; 1; 1
"             19";"        1881"; 6018; 62; 6018; 6018; 550; 503; S; 1; 1
"             19";"        1882"; 3692; 38; 3692; 3692; 489; 442; S; 1; 1
"             19";"        1883"; 8492; 93; 8492; 8492; 870; 694; S; 1; 1
"             19";"        1884"; 2020; 32; 2020; 2020; 293; 203; S; 1; 1
"             19";"        1885"; 5964; 75; 5964; 5964; 1073; 611; S; 1; 1
"             20";"Total"; 72854; 880; 72854; 72854; 1511; 1418; S; 1; 1
"             20";"        1814"; 1491; 26; 1491; 1491; 279; 214; S; 1; 1
"             20";"        1860"; 875; 21; 875; 875; 129; 88; S; 1; 1
"             20";"        1861"; 5237; 53; 5237; 5237; 564; 514; S; 1; 1
"             20";"        1862"; 2388; 34; 2388; 2388; 463; 260; S; 1; 1
"             20";"        1863"; 1758; 23; 1758; 1758; 508; 293; S; 1; 1
"             20";"        1864"; 1643; 19; 1643; 1643; 295; 266; S; 1; 1
